,Date,Time,Social media,Call centre,Branch,RHB Internet Banking,RHB Mobile Banking Application,Relationship managers / Personal Bankers,"ATM, Cash Deposit Machines",Feedback,Sentiment Score,Rating,Product
838,1/18/2021,16:39:00,No,Yes,No,No,No,No,No,gave opportunity extend morterium,50.00%,10,HP
839,1/18/2021,16:39:06,No,No,Yes,Yes,No,No,No,staff need customer friendly seeing self esteem treat well update apps playstore enable business made apps overall well,1.92%,8,HP
840,1/18/2021,16:40:48,No,Yes,No,Yes,No,No,No,nile,50.00%,10,HP
841,1/18/2021,16:40:56,No,Yes,No,No,Yes,No,No,,,9,HP
842,1/18/2021,16:45:25,Yes,No,No,No,No,No,No,help problematic customer providing problem solving help arranging loan customer make payment firmly pursuit profit without providing help,50.00%,8,HP
843,1/18/2021,16:46:36,No,No,No,No,Yes,No,No,always update latest development status payment customer miss information become problem later,2.28%,8,HP
844,1/18/2021,16:46:36,No,No,No,Yes,No,No,Yes,appreciate customer benefit various angle,95.63%,8,HP
845,1/18/2021,16:47:45,No,No,Yes,Yes,No,Yes,Yes,continue cooperation preferred,87.50%,8,HP
846,1/18/2021,16:48:02,Yes,Yes,No,No,No,No,Yes,sure,50.00%,9,HP
847,1/18/2021,16:50:15,No,No,Yes,Yes,Yes,Yes,No,,,10,HP
848,1/18/2021,16:51:44,No,Yes,No,No,No,No,No,understand customer sitions especialy pandemic crisis,82.54%,10,HP
849,1/18/2021,16:52:28,Yes,Yes,No,Yes,Yes,No,No,always good notification,95.01%,10,HP
850,1/18/2021,16:52:40,No,No,No,Yes,Yes,No,No,friendly user apps,97.21%,1,HP
851,1/18/2021,16:53:31,Yes,Yes,No,No,No,No,Yes,always know condition customer along pandemic,50.00%,10,HP
852,1/18/2021,17:09:05,No,No,Yes,No,No,No,No,always friendly customer answer call customer always,95.68%,10,HP
853,1/18/2021,16:57:14,No,No,No,No,No,Yes,No,addition moraterium another month pkp,50.00%,9,HP
854,1/18/2021,16:57:52,No,No,No,Yes,No,No,No,charge charged internet banking transaction,50.00%,10,HP
855,1/18/2021,16:58:14,No,No,No,Yes,No,No,No,,,10,HP
856,1/18/2021,16:58:32,No,No,No,No,No,No,Yes,mortify promotion,50.00%,9,HP
857,1/18/2021,16:59:30,No,No,No,No,Yes,No,No,introduce application banking affair example maybak irakyat,50.00%,8,HP
858,1/18/2021,16:59:44,No,Yes,Yes,Yes,No,No,No,comment,50.00%,10,HP
859,1/18/2021,16:59:57,Yes,Yes,Yes,Yes,Yes,Yes,Yes,online banking,50.00%,0,HP
860,1/18/2021,17:01:55,No,No,No,Yes,No,No,No,ok,79.04%,8,HP
861,1/18/2021,17:03:03,Yes,Yes,Yes,Yes,Yes,Yes,Yes,improve effort need bank branch kiosk supermarket mall,89.56%,10,HP
862,1/18/2021,17:03:31,Yes,Yes,Yes,Yes,Yes,Yes,Yes,understand customer problem covid season struck whole world,83.71%,10,HP
863,1/18/2021,17:03:36,No,No,No,Yes,No,No,No,response application moratorium,87.73%,5,HP
864,1/18/2021,17:04:04,No,Yes,No,No,No,No,No,always account health situation time time maintain excellent service quality,19.40%,10,HP
865,1/18/2021,17:06:22,Yes,Yes,Yes,Yes,No,No,Yes,reduces monthly car hire purchase rate low rate year variable rate adding moratarium period impressed covid,3.26%,10,HP
866,1/18/2021,17:07:24,Yes,Yes,No,Yes,Yes,No,No,always update update account balance customer car parade,24.89%,8,HP
867,1/18/2021,17:07:37,No,No,No,No,Yes,No,Yes,improve rhb atm machine village area,14.78%,7,HP
868,1/18/2021,17:08:52,No,No,Yes,No,Yes,No,Yes,always keep update via mobile phone,26.09%,10,HP
869,1/18/2021,17:11:18,No,No,No,Yes,Yes,No,No,everything fine,94.00%,10,HP
870,1/18/2021,17:11:58,No,No,No,Yes,No,No,No,continue monotorium reduce interest personal loan,50.00%,6,HP
871,1/18/2021,17:13:06,No,Yes,No,No,No,No,Yes,continue moratorium,50.00%,10,HP
872,1/18/2021,17:13:48,Yes,Yes,No,No,No,No,No,comment,50.00%,8,HP
873,1/18/2021,17:14:00,No,No,No,Yes,No,No,Yes,need remain intimacy option come,25.51%,10,HP
874,1/18/2021,17:15:02,No,No,No,Yes,No,No,No,good offer new product,99.27%,10,HP
875,1/18/2021,17:15:29,No,Yes,Yes,No,No,No,Yes,give accurate fast feedback service,50.00%,10,HP
876,1/18/2021,17:16:04,No,No,Yes,No,No,No,Yes,rhb branch area,89.17%,9,HP
877,1/18/2021,17:16:58,No,Yes,No,No,No,No,Yes,petter q atm keypad,99.33%,6,HP
878,1/18/2021,17:18:34,No,No,No,No,No,No,Yes,,,0,HP
879,1/18/2021,17:20:59,No,Yes,No,No,Yes,No,No,provide service package ride customer,50.00%,10,HP
880,1/18/2021,17:22:06,No,Yes,Yes,Yes,No,Yes,Yes,banking internet difficult use difficult app login,1.75%,10,HP
881,1/18/2021,17:22:18,No,No,Yes,No,No,No,No,far best,96.48%,10,HP
882,1/18/2021,17:22:53,No,Yes,Yes,Yes,No,No,No,give slight flexibility individual affected covid,50.00%,10,HP
883,1/18/2021,17:24:38,No,No,No,Yes,Yes,No,Yes,,,10,HP
884,1/18/2021,17:24:58,No,No,No,No,No,No,Yes,always add good service according current situation,91.31%,8,HP
885,1/18/2021,17:25:14,Yes,Yes,No,Yes,Yes,No,Yes,simplify lend pas moratorium,50.00%,8,HP
886,1/18/2021,17:25:25,No,No,No,Yes,No,No,No,continue effort customer,50.00%,10,HP
887,1/18/2021,17:25:30,No,Yes,No,No,No,No,No,hearing considering constantly interacting understanding situation current situation customer current pandemic situation worrisome pandemic recovering please keep customer friendly attitude,24.75%,9,HP
888,1/18/2021,17:26:17,No,No,No,Yes,No,No,No,flexible,50.00%,10,HP
889,1/18/2021,17:28:56,No,Yes,No,No,No,No,No,extension moratorium,50.00%,10,HP
890,1/18/2021,17:29:01,No,No,No,Yes,No,No,No,customer pandemic covid,50.00%,10,HP
891,1/18/2021,17:30:26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,open branch pahang town,87.37%,10,HP
892,1/18/2021,17:31:02,No,No,No,No,No,No,Yes,muse interes covid yg struck world rhb sacrifice government,50.00%,9,HP
893,1/18/2021,17:32:49,No,No,Yes,Yes,No,No,Yes,facilitate deal transaction,91.17%,8,HP
894,1/18/2021,17:33:21,No,No,No,Yes,Yes,No,No,simplify matter,50.00%,10,HP
895,1/18/2021,17:33:24,No,No,No,Yes,No,No,No,connect moratorium,50.00%,8,HP
896,1/18/2021,17:33:35,No,Yes,No,No,No,No,No,,,6,HP
897,1/18/2021,17:33:40,No,Yes,No,Yes,Yes,No,Yes,maintain relationship customer,86.35%,10,HP
898,1/18/2021,17:35:17,No,No,No,No,No,No,Yes,,,8,HP
899,1/18/2021,17:38:06,No,No,No,Yes,Yes,No,No,moratorium application feedback rhb,50.00%,10,HP
900,1/18/2021,17:38:35,No,Yes,No,No,No,No,Yes,costumer service quality level,50.00%,10,HP
901,1/18/2021,17:39:01,Yes,Yes,No,Yes,No,No,No,make sure customer get clear information regarding product offered way customer confident confident understand mistake,99.11%,10,HP
902,1/18/2021,17:39:06,Yes,No,No,No,No,No,No,keep maintaining service,24.56%,10,HP
903,1/18/2021,17:40:20,No,No,No,Yes,No,No,No,advanced payment hire,89.52%,10,HP
904,1/18/2021,17:40:23,Yes,Yes,No,No,No,No,No,customer service,50.00%,8,HP
905,1/18/2021,17:43:00,No,No,No,Yes,Yes,No,Yes,improving online bank system,97.52%,10,HP
906,1/18/2021,17:47:57,No,No,No,Yes,No,No,No,,,8,HP
907,1/18/2021,17:49:09,No,Yes,No,No,No,No,No,efficiency,50.00%,10,HP
908,1/18/2021,17:51:48,No,Yes,Yes,No,No,No,Yes,communication,50.00%,10,HP
909,1/18/2021,17:59:32,No,No,No,No,No,No,Yes,multitude branch,50.00%,8,HP
910,1/18/2021,18:06:43,Yes,No,No,Yes,Yes,No,No,publish elaborate product detail important branch hard find example saving sabah like tampur tenom place like ranau guy branch maybe criterion requirement dealing total number citizen place talking get maintain requirement revised doubt recommend rhb family might problem deal rhb branch future branch far away place,50.00%,7,HP
911,1/18/2021,18:07:24,No,Yes,No,No,No,No,No,unsatisfactory customer service call hard contact,77.59%,0,HP
912,1/18/2021,18:13:42,No,No,Yes,No,No,No,Yes,open new branch,93.44%,0,HP
913,1/18/2021,18:15:15,No,No,No,No,No,No,Yes,excellent service,97.21%,10,HP
914,1/18/2021,18:15:43,Yes,Yes,No,Yes,No,No,No,service rhb bank give much shukuri alhamdulillah thank,92.71%,10,HP
915,1/18/2021,18:16:27,No,Yes,No,No,No,No,No,convenience business business smes since covid,97.89%,10,HP
916,1/18/2021,18:18:03,No,No,Yes,No,No,No,No,always update ngn customer like send email,50.00%,9,HP
917,1/18/2021,18:22:06,No,No,No,Yes,No,No,No,awesome guy,97.21%,10,HP
918,1/18/2021,18:36:46,No,Yes,No,No,Yes,No,No,bnyk branch dkt kelantan,50.00%,9,HP
919,1/18/2021,18:52:32,Yes,Yes,No,No,No,No,No,fix service,91.05%,3,HP
920,1/18/2021,18:52:36,No,Yes,No,No,No,No,No,keep follow customer,81.77%,0,HP
921,1/18/2021,18:59:10,No,Yes,No,No,No,No,No,continue best service,90.82%,10,HP
922,1/18/2021,19:08:15,No,Yes,No,No,No,No,No,customer needed,50.00%,10,HP
923,1/18/2021,19:09:51,No,No,No,Yes,No,No,No,continue giving best customer,95.87%,10,HP
924,1/18/2021,19:11:55,No,Yes,Yes,Yes,No,Yes,Yes,keep hire purchase death nominee need heir pay bgthu customer,50.00%,10,HP
925,1/18/2021,19:23:38,No,No,Yes,Yes,Yes,No,Yes,customer friendly,91.41%,10,HP
926,1/18/2021,19:25:51,No,Yes,No,Yes,No,No,No,user friensly interface rhb website mobile apps learn maybank good start,85.86%,8,HP
927,1/18/2021,19:34:36,No,No,Yes,Yes,Yes,No,Yes,improve service went city penawar branch regarding change mobile number receive otp new rhb app staff said would change system within week month sinde nothing happened,7.83%,9,HP
928,1/18/2021,19:35:35,No,Yes,Yes,No,No,No,Yes,easy deal problem faced customer,78.63%,10,HP
929,1/18/2021,19:39:23,Yes,Yes,Yes,No,No,No,Yes,maintain professional rhb bank,50.00%,10,HP
930,1/18/2021,19:40:28,No,No,No,No,No,No,Yes,simplify org loan,15.22%,10,HP
931,1/18/2021,19:48:38,No,No,Yes,No,Yes,No,No,improve rhb apps,92.36%,8,HP
932,1/18/2021,19:50:22,No,Yes,No,No,No,Yes,Yes,always help borrower situation difficult considerate situation,17.76%,10,HP
933,1/18/2021,19:56:50,No,No,No,No,Yes,Yes,Yes,simplify internet banking,29.00%,2,HP
934,1/18/2021,20:02:36,Yes,Yes,Yes,No,Yes,No,No,nothing need well added service satisfying,94.69%,10,HP
935,1/18/2021,20:06:50,No,No,No,No,Yes,No,No,keep touch customer,68.59%,10,HP
936,1/18/2021,20:12:41,No,No,No,No,Yes,No,No,simplify relationship customer,81.46%,9,HP
937,1/18/2021,20:24:58,No,No,Yes,No,No,No,No,good customer service,96.62%,10,HP
938,1/18/2021,21:08:19,No,Yes,No,No,No,No,No,excellent service,97.21%,10,HP
939,1/18/2021,21:17:34,No,No,No,Yes,Yes,No,No,banking branch least atm machine,50.00%,9,HP
940,1/18/2021,21:25:04,No,Yes,Yes,Yes,No,No,Yes,concern borrower get affected pandemic,50.00%,9,HP
941,1/18/2021,21:25:35,No,No,Yes,No,No,No,Yes,open rhb bintangor,91.93%,9,HP
942,1/18/2021,21:28:32,Yes,No,Yes,Yes,Yes,No,Yes,fast approval,50.00%,10,HP
943,1/18/2021,21:29:27,No,Yes,No,Yes,Yes,No,Yes,cash rebate payment time arrears,50.00%,10,HP
944,1/18/2021,21:33:30,No,Yes,No,No,No,No,No,maybe better interaction hire purchase staff seems like dont really wan help give answer like scrtited,50.00%,8,HP
945,1/18/2021,21:35:48,No,No,No,Yes,Yes,No,No,retain efficient trusted service,91.75%,10,HP
946,1/18/2021,21:45:26,No,No,No,No,No,No,Yes,remain best service,82.64%,0,HP
947,1/18/2021,22:39:30,No,No,Yes,No,No,No,No,improving customer friendly,90.46%,9,HP
948,1/18/2021,22:57:23,Yes,No,No,No,No,No,Yes,increase effort maintaining customer interest rhb bank service,88.47%,10,HP
949,1/18/2021,23:03:05,Yes,Yes,Yes,No,No,No,No,practice customer first mindest always wear customer shoe especially current covid pandemic,82.84%,10,HP
950,1/18/2021,23:08:55,No,Yes,No,Yes,Yes,Yes,No,simplify customer business customer friendly example disaster covid outbreak bank considered bank ask customer pay debt minimum amount full amount perhaps much dropped full amount,50.00%,8,HP
951,1/18/2021,23:09:52,No,No,No,Yes,No,No,No,remain fast efficient work pretence,86.12%,10,HP
952,1/18/2021,23:29:20,No,Yes,No,Yes,Yes,No,No,maintain performance,88.59%,10,HP
953,1/18/2021,23:35:43,No,Yes,Yes,Yes,No,No,Yes,opening branch small district semporna sabah,50.00%,10,HP
954,1/18/2021,23:43:56,No,Yes,No,No,No,No,No,maintain service,50.00%,10,HP
955,1/18/2021,23:54:56,No,No,Yes,No,No,No,No,value,50.00%,10,HP
956,1/19/2021,0:14:27,No,Yes,No,No,No,No,No,example customer apply moratorium jawpan uyk retains please contact customer give feedback quickly,96.20%,8,HP
957,1/19/2021,1:25:28,No,No,No,Yes,No,No,No,reduce refund rate,50.00%,10,HP
958,1/19/2021,5:01:43,No,No,No,No,No,Yes,No,fast friendly service customer cooperation,86.76%,10,HP
959,1/19/2021,7:07:05,No,No,Yes,Yes,Yes,No,Yes,always fix deficiency system,11.32%,10,HP
960,1/19/2021,7:34:02,No,Yes,No,Yes,No,No,No,quick accurate response customer,90.18%,8,HP
961,1/19/2021,7:50:57,No,No,No,No,Yes,No,No,affordable product package low interest rate,94.75%,10,HP
962,1/19/2021,8:16:00,No,No,No,No,No,No,Yes,giving gift regular customer continuing use rhb service,98.69%,10,HP
963,1/19/2021,8:30:24,No,No,Yes,No,Yes,No,Yes,idk,50.00%,8,HP
964,1/19/2021,9:28:29,No,Yes,No,No,No,No,No,nile,50.00%,2,HP
965,1/19/2021,9:43:52,No,Yes,No,No,No,No,No,,,8,HP
966,1/19/2021,9:48:00,No,Yes,No,Yes,Yes,No,No,fast respond,50.00%,10,HP
967,1/19/2021,10:34:39,No,No,Yes,No,No,No,No,immediate service,50.00%,8,HP
968,1/19/2021,10:51:51,No,No,Yes,No,No,No,Yes,may need open rhb branch kapit make difficult u deal rhb sibu area requiring hour travel furthermore pkp allowed across district made difficult kapit business rhb branch sibu,99.70%,8,HP
969,1/19/2021,11:07:24,No,No,No,No,No,No,Yes,guess system communicates online,50.00%,1,HP
970,1/19/2021,12:07:19,No,No,No,No,No,No,Yes,customer friendly,91.41%,10,HP
971,1/19/2021,12:35:21,No,No,No,No,No,No,Yes,easily deal,90.89%,10,HP
972,1/19/2021,13:07:45,Yes,Yes,Yes,Yes,Yes,Yes,Yes,adding ad,87.48%,10,HP
973,1/19/2021,13:19:45,No,Yes,No,No,No,No,No,moratorium facility,50.00%,8,HP
974,1/19/2021,13:51:36,No,No,No,Yes,No,No,No,efficient system,97.21%,10,HP
975,1/19/2021,14:24:35,No,No,No,No,No,No,Yes,best service,97.21%,10,HP
976,1/19/2021,17:45:12,Yes,No,No,Yes,No,No,No,rhb credit card,0.60%,10,HP
977,1/19/2021,18:39:29,No,Yes,No,No,No,Yes,Yes,fast respond,50.00%,8,HP
978,1/19/2021,19:30:42,No,Yes,No,Yes,Yes,No,No,good service,97.21%,10,HP
979,1/19/2021,19:50:48,No,Yes,Yes,Yes,Yes,No,Yes,facilitate business short time precise fast answer,97.90%,10,HP
980,1/19/2021,20:05:29,No,No,No,Yes,Yes,No,No,continue give best customer many affected income,87.80%,10,HP
981,1/19/2021,20:37:54,Yes,Yes,Yes,Yes,Yes,No,Yes,customer service center noted customer requested online banking rhb need increase management facility,50.00%,10,HP
982,1/19/2021,22:32:27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,far rhb bank service always good high quality maintain momentum performance well increase effective information delivery,87.58%,10,HP
983,1/20/2021,7:30:04,No,No,No,Yes,No,No,No,improve customer service,50.00%,8,HP
984,1/20/2021,7:51:19,No,Yes,No,Yes,Yes,No,Yes,react accordingly feedback customer product service offered,50.00%,10,HP
985,1/20/2021,9:54:54,No,Yes,No,No,No,No,No,matter always call answered time call keep good attitude responsibility company customer two thumb,50.00%,10,HP
986,1/20/2021,10:45:08,No,Yes,Yes,Yes,No,Yes,Yes,branch opened,50.00%,10,HP
987,1/20/2021,12:39:11,No,Yes,Yes,No,No,No,No,know result detail monthly reduction car loan month another application made still ade break banker,50.00%,7,HP
988,1/20/2021,20:44:54,No,No,No,Yes,No,No,Yes,always talk meera customer deliver effective easy understand product,93.36%,0,HP
989,1/20/2021,20:53:11,No,No,No,No,Yes,No,No,always give good feedback xepat,93.67%,10,HP
990,1/20/2021,21:04:01,No,Yes,No,No,No,No,No,always give information customer treat customer well,92.92%,10,HP
991,1/20/2021,21:57:30,No,Yes,Yes,No,No,No,No,continue fast good service every customer increase application system,89.99%,10,HP
992,1/21/2021,11:31:23,No,No,No,Yes,No,No,No,atm cash deposit,50.00%,10,HP
993,1/21/2021,13:10:49,No,No,No,No,No,No,Yes,increase service efficient good term condition customer,96.25%,10,HP
994,1/21/2021,14:24:26,Yes,Yes,Yes,No,No,No,No,extension moratorium tq,50.00%,10,HP
995,1/22/2021,8:07:22,No,Yes,No,No,Yes,No,No,call service center need improve already call several time regarding hire purchase ask leave contact number nobody calling need call back ask poor service update eiter hire purchase payment need inform need call several time,80.67%,8,HP
996,1/22/2021,13:38:54,No,Yes,No,Yes,No,No,No,continue ur service u usual,78.26%,10,HP
997,1/22/2021,15:28:27,No,Yes,No,No,No,No,Yes,many promotional promotion,85.32%,9,HP
998,1/22/2021,20:53:10,No,Yes,Yes,No,No,No,No,efficiency answering contacting customer,50.00%,8,HP
999,1/24/2021,14:55:53,No,Yes,Yes,Yes,Yes,No,Yes,improve performance,22.90%,9,HP
1000,1/25/2021,13:59:08,No,No,No,No,Yes,No,No,,,9,HP
1001,1/25/2021,16:15:18,No,No,No,No,No,No,Yes,maintain,94.60%,9,HP
1002,1/27/2021,18:09:11,No,No,No,No,No,No,Yes,ok,79.04%,10,HP
1003,1/28/2021,22:33:30,Yes,No,No,No,No,No,No,bank expensive interest rate recommend friend,91.24%,10,HP
1004,1/20/2021,19:48:22,No,No,Yes,No,Yes,Yes,No,best staff u premier customer,96.57%,10,FD
1005,1/20/2021,19:54:04,No,No,No,No,Yes,No,No,already,50.00%,10,FD
1006,1/20/2021,19:59:37,No,No,No,Yes,No,No,No,give fd promotion,50.00%,8,FD
1007,1/20/2021,19:59:41,No,No,Yes,Yes,No,No,No,improve staff knowledge well waiting time branch banting branch time staff forgotten return nric came realize banking transaction another bank next day staff record banking detail bother give call back inform disapapintment,50.00%,6,FD
1008,1/20/2021,20:01:57,No,No,No,Yes,Yes,No,No,simpler mobile app registration identity verification visit activates online banking mobile app verification process highly welcome,50.00%,7,FD
1009,1/20/2021,20:11:19,No,No,Yes,No,No,No,No,reduce waiting time go survey pbb response time fast rhb extremely slow,50.00%,5,FD
1010,1/20/2021,20:26:52,No,No,No,No,Yes,No,Yes,clear benefit condition,87.52%,8,FD
1011,1/20/2021,20:32:45,No,No,No,Yes,No,No,No,website need improved unable cancel fund fd transfer fund authorization doesnt seem work,98.67%,8,FD
1012,1/20/2021,20:36:26,No,No,No,Yes,No,No,No,internet banking good friendly user almost every transaction need otp suggestion reduce otp favourte transaction,82.63%,9,FD
1013,1/20/2021,20:38:44,No,No,No,Yes,Yes,No,No,new rhb app secure plus function still use old app approve secure plus,99.82%,6,FD
1014,1/20/2021,20:50:51,No,No,No,Yes,Yes,No,No,limit issue regarding smart acc using month let ur staff solve finding problem month even receive update regarding issue pointed message put effort solving issue maybe guy give update answer helping solve issue,94.19%,8,FD
1015,1/20/2021,21:03:28,No,No,Yes,Yes,No,No,No,sure,50.00%,10,FD
1016,1/20/2021,21:14:33,Yes,No,No,Yes,Yes,No,No,maintain high interest fixed deposit,87.34%,9,FD
1017,1/20/2021,21:24:31,No,No,Yes,Yes,Yes,Yes,Yes,comment,50.00%,10,FD
1018,1/21/2021,8:51:04,No,No,Yes,No,No,No,No,friendly staff attentive,96.76%,10,FD
1019,1/21/2021,9:03:53,No,No,No,Yes,No,No,No,higher better interest rate competitiveness,50.00%,8,FD
1020,1/21/2021,9:18:40,No,No,No,No,No,Yes,No,consistent service across branch,99.59%,8,FD
1021,1/21/2021,9:37:48,No,No,Yes,Yes,Yes,No,No,securesign need device use,98.54%,8,FD
1022,1/21/2021,9:55:34,No,No,No,No,Yes,No,No,improve service customer limit bad experience rhb branch,50.00%,5,FD
1023,1/21/2021,9:57:32,No,No,No,Yes,No,No,No,speed service counter,50.00%,8,FD
1024,1/21/2021,10:16:35,No,No,No,Yes,No,No,No,make easeer banking using mobile app currently allow service using mobile app fd placement use mobile app even internet banking portal quite confusing especially menu confusing many category need simplify please improve customer service issue internet banking get good support,91.88%,7,FD
1025,1/21/2021,13:23:49,No,No,No,Yes,No,No,No,please simplify rhb online user interface many folder enough back button verification step clicking transfer fund folder need verify tac real transfer transaction another round tac like seriously thing seem overlap,20.23%,8,FD
1026,1/21/2021,16:37:18,No,No,Yes,No,No,No,No,nile,50.00%,8,FD
1027,1/21/2021,16:37:32,No,Yes,Yes,No,No,No,Yes,everytime call must long wait employee accept call employee patient enough answering question help,84.72%,4,FD
1028,1/21/2021,16:43:38,No,No,Yes,Yes,No,No,No,lot paperwork transaction need improve period fixed deposit may longer give highest interest rate meet target term deposit,4.56%,7,FD
1029,1/21/2021,16:48:29,No,No,No,Yes,No,No,No,higher fd interest rate promotion,50.00%,8,FD
1030,1/21/2021,16:46:18,No,No,No,Yes,Yes,No,No,rhb reply interest premerier banking even submmition,23.16%,8,FD
1031,1/21/2021,16:57:10,No,No,Yes,No,No,No,No,simple fd transaction took long complete mistaken min hour even second visit many form like alliance bank online plus think guy serious covid sop tell officer mask properly,50.00%,6,FD
1032,1/21/2021,17:07:05,No,No,No,Yes,No,No,No,domant account renew internet banking,50.00%,9,FD
1033,1/21/2021,17:09:09,No,No,Yes,No,No,No,Yes,improve counter service,77.57%,7,FD
1034,1/21/2021,17:43:34,No,No,Yes,Yes,No,No,No,alor setar branch service pretty good penang branch service bad follow customer even though went time,93.75%,7,FD
1035,1/21/2021,18:18:49,No,No,No,Yes,No,No,No,app online site faster,84.46%,10,FD
1036,1/21/2021,19:22:52,No,No,No,Yes,Yes,No,No,maintain current availability fd online apps offer higher fd rate promotion,50.00%,7,FD
1037,,,No,No,Yes,No,No,No,No,value,50.00%,9,FD
1038,1/21/2021,21:19:36,No,No,Yes,No,No,No,No,allow counter placed fixed deposit lifted online customer queue brance especially covid season,50.00%,9,FD
1039,1/22/2021,10:04:05,No,No,No,Yes,No,No,No,implement online retail product u fd endowment plan work according trend economic downturn,11.57%,7,FD
1040,1/22/2021,10:12:23,No,No,Yes,No,No,No,No,customer service satisfaction,50.00%,9,FD
1041,1/22/2021,10:31:03,No,No,Yes,No,No,No,No,offer higher fd rate,88.69%,9,FD
1042,1/22/2021,14:35:34,No,No,No,Yes,No,No,No,better fd rate,91.93%,8,FD
1043,1/22/2021,14:54:05,No,No,No,Yes,Yes,No,No,promotion lower interest rate,50.00%,8,FD
1044,1/22/2021,22:45:39,No,No,No,Yes,No,No,No,internet banking terrible system ever used please refer hong leong bank online banking,20.49%,1,FD
1045,1/23/2021,12:19:32,No,No,No,No,No,Yes,No,value,50.00%,10,FD
1046,1/23/2021,15:14:28,No,No,Yes,No,No,No,No,better customer service response customer transferred fund smart account get cash voucher stated brochure hope rhb help check,98.07%,7,FD
1047,1/24/2021,19:59:49,No,No,No,Yes,No,No,No,lot limitation access via app need use laptop pc access,98.61%,8,FD
1048,1/24/2021,20:33:17,No,No,Yes,No,No,No,No,turnaround time branch,7.71%,10,FD
1049,1/26/2021,15:31:45,No,No,No,Yes,Yes,No,No,revamp internet banking web app add feature mobile banking app allow fd placement etc,2.17%,6,FD
1050,1/27/2021,12:34:06,No,No,No,Yes,No,No,No,branch atm machine around,50.00%,8,FD
1051,1/27/2021,13:05:42,No,No,Yes,Yes,Yes,No,No,higher interest rate fixed deposit,50.00%,8,FD
1052,1/21/2021,15:53:12,No,Yes,No,No,No,No,Yes,keep going,50.00%,10,Credit Card
1053,1/21/2021,16:10:47,No,No,No,Yes,Yes,No,No,better reward redemption could attractive,97.10%,8,Credit Card
1054,1/21/2021,16:17:54,No,Yes,Yes,No,Yes,No,No,improve system efficient fast,50.00%,8,Credit Card
1055,1/21/2021,16:35:30,No,No,No,No,Yes,Yes,No,overall good,91.75%,8,Credit Card
1056,1/21/2021,16:40:34,No,No,No,Yes,No,No,No,improve rhb app inlilly new app released working perfectly fine last update released transaction done using app,50.00%,8,Credit Card
1057,1/21/2021,16:48:03,No,Yes,No,No,No,No,Yes,please repume rhb internet banking system,17.56%,9,Credit Card
1058,1/21/2021,16:50:58,No,No,Yes,No,No,No,No,friendly helpfull,96.91%,8,Credit Card
1059,1/21/2021,16:56:59,Yes,Yes,Yes,No,No,No,Yes,always promotion,72.28%,10,Credit Card
1060,1/21/2021,17:07:22,No,No,No,No,No,Yes,No,extend period payment payment becomes lower easy make payment,21.17%,9,Credit Card
1061,1/21/2021,17:29:43,No,Yes,No,No,Yes,No,Yes,service good communication,91.41%,10,Credit Card
1062,1/21/2021,17:38:10,No,Yes,No,No,No,No,No,online banking need go branch create internet banking still go bank due mco scared go bank,82.66%,8,Credit Card
1063,1/21/2021,17:40:49,No,Yes,No,No,No,No,No,make sure transaction date website need wait day see transaction reflected website,98.21%,6,Credit Card
1064,1/21/2021,17:42:16,No,No,No,No,No,Yes,No,might internet banking mobile app user friendly,80.31%,9,Credit Card
1065,1/21/2021,17:51:23,No,No,No,Yes,No,No,No,mco outdoor activity restricted everyone life style completely change everyday people online purchase food household utility others rhb consider join cooperation related retailer outlet launch attractive package season promotion extended existing rhb card holder eventually direct benefit party excuse use rhb credit card,94.37%,9,Credit Card
1066,1/21/2021,17:52:11,Yes,Yes,No,Yes,No,No,Yes,benefit promotion credit card usage cater selected quota percent installment plan,50.00%,9,Credit Card
1067,1/21/2021,17:53:39,No,Yes,No,No,Yes,Yes,Yes,marketing attractive offer call center difficult,50.00%,7,Credit Card
1068,1/21/2021,18:03:38,No,No,No,No,Yes,No,No,made easier check smart account progress,94.86%,9,Credit Card
1069,1/21/2021,18:04:19,No,No,Yes,No,No,No,Yes,baii service facility,50.00%,1,Credit Card
1070,1/21/2021,18:11:54,Yes,Yes,Yes,Yes,No,Yes,Yes,tangber lg credit credit limit credit,50.00%,10,Credit Card
1071,1/21/2021,18:29:24,No,Yes,No,No,No,No,No,lot offer date misleading sending offer date starting week later felt cheated,50.00%,8,Credit Card
1072,1/21/2021,18:32:46,No,No,No,Yes,Yes,No,No,well trained customer service officer,99.89%,8,Credit Card
1073,1/21/2021,18:35:32,No,Yes,Yes,Yes,No,No,No,rhb process slow dated internet mobile banking rhb bad continous feedback improvement made change diferferene,82.53%,3,Credit Card
1074,1/21/2021,18:45:10,No,No,Yes,No,No,No,No,credit limit need revise,50.00%,5,Credit Card
1075,1/21/2021,19:14:01,No,Yes,No,No,No,No,No,apply additional credit card tp supplementary card posted activate card charged annual charge unreasonable,5.73%,3,Credit Card
1076,1/21/2021,19:21:17,No,No,No,Yes,No,No,No,still room improvement internet banking,8.14%,9,Credit Card
1077,1/21/2021,19:26:46,No,Yes,No,No,No,No,No,make better service throughly customer service department always answerable attend call customer service department,79.06%,0,Credit Card
1078,1/21/2021,19:28:17,No,No,No,Yes,Yes,No,No,company staff attitude towards customer especially call center customer service staff,50.00%,8,Credit Card
